mouse_life_stage,E18.5
analysis_id,3mix5j1ed0f54a9
parameter_id,HRWLLA_GRS_010_001
gene_symbol,Ola1
pvalue,0.5021527
mouse_strain,C57BL
parameter_name,Forelimb grip strength normalised against body weight
gene_accession_id,MGI:1914309
