parameter_name,Creatinine
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2808719
analysis_id,7hb0xu84l0614vn
parameter_id,IMPC_CBC_005_001
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
