gene_symbol,Nanp
gene_accession_id,MGI:1914561
parameter_name,Global prepulse inhibition
analysis_id,5xjt949s7jvslv5
parameter_id,ESLIM_011_001_705
mouse_life_stage,E18.5
pvalue,0.9311884
mouse_strain,C57BL
