parameter_id,IMPC_DXA_004_001
analysis_id,c40734190o8u26d
gene_accession_id,MGI:1309468
pvalue,0.2536668
gene_symbol,Casq1
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
