parameter_id,JAXLA_DXA_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_name,Lean/Body weight
gene_symbol,Tiprl
pvalue,0.592232
mouse_life_stage,Early adult
analysis_id,91kn8vg5d0i2fyv
