gene_symbol,Sdcbp2
analysis_id,i866jkinvyzkg7q
parameter_name,Lean mass
mouse_strain,C57BL
gene_accession_id,MGI:2385156
parameter_id,JAXLA_DXA_003_001
pvalue,0.1344878
mouse_life_stage,Early adult
