parameter_id,IMPC_CSD_030_001
pvalue,0.649533
analysis_id,v525461543a0a99
gene_accession_id,MGI:1915325
gene_symbol,Lurap1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Tremor
