parameter_name,12kHz-evoked ABR Threshold
analysis_id,6gs4xm3yz5fxhdu
gene_symbol,Mms22l
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
gene_accession_id,MGI:2684980
pvalue,0.8297128
