gene_symbol,Slc2a8
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:1860103
pvalue,0.9387771
analysis_id,79o5rq13517166t
parameter_name,Time mobile dark side
