mouse_life_stage,E12.5
pvalue,0.8165261
gene_accession_id,MGI:99501
analysis_id,3919y978v9yd7b8
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
gene_symbol,Fgb
parameter_name,Prepulse inhibition - PP4
