parameter_id,M-G-P_005_001_004
analysis_id,d1m68ory3d281iv
mouse_life_stage,E9.5
pvalue,0.796488
mouse_strain,C52BL
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
parameter_name,Bone Mineral Density (excluding skull)
