parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
analysis_id,k3vpe8w0t4qa6t9
gene_symbol,Snap23
pvalue,0.4339501
mouse_strain,C57BL
