parameter_name,Vitreous
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5436285
gene_symbol,AU040320
analysis_id,942664m0w8j4f9o
gene_accession_id,MGI:2140475
parameter_id,UCDLA_EYE_083_001
