parameter_name,Whole arena resting time
parameter_id,JAXLA_OFD_007_001
pvalue,0.8564884
analysis_id,k1x7v54ze3134o0
mouse_life_stage,Early adult
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
mouse_strain,C57BL
