parameter_id,IMPC_CSD_012_001
mouse_strain,C57BL
pvalue,0.603652
analysis_id,7hz51hk9ru6b721
parameter_name,Coat - hair distribution - head
mouse_life_stage,Early adult
gene_symbol,Rab17
gene_accession_id,MGI:104640
