gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_id,IMPC_XRY_007_001
pvalue,0.09334988
analysis_id,5713i23l19ntdh5
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
parameter_name,Clavicle
