gene_symbol,Tnfsf10
analysis_id,a5525562y550fu5
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
parameter_id,ESLIM_005_001_005
parameter_name,Bone Mineral Content
pvalue,0.9145138
mouse_strain,C57BL
