gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,2g5el77632ibb8n
pvalue,0.7335369
parameter_id,IMPC_ECG_028_001
mouse_life_stage,Early adult
gene_accession_id,MGI:95835
parameter_name,QT
