gene_symbol,Tiprl
parameter_name,Eosinophil cell count
pvalue,0.07272143
analysis_id,8guw5gb67bd4azt
parameter_id,IMPC_HEM_036_001
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1915087
