parameter_id,IMPC_DXA_010_001
pvalue,0.4696944
mouse_life_stage,Middle aged adult
parameter_name,Bone Area
analysis_id,63i6r4w130z37ss
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
