mouse_life_stage,Early adult
pvalue,0.857672
gene_symbol,Fgb
parameter_id,M-G-P_014_001_010
parameter_name,lens opacity
analysis_id,ho0384g19s7469f
mouse_strain,C57BL
gene_accession_id,MGI:99501
