parameter_id,IMPC_CBC_006_001
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,jvj88nxy397768j
pvalue,0.2190322
parameter_name,Total protein
mouse_strain,C57BL
mouse_life_stage,E18.5
