parameter_id,JAXLA_CSD_021_001
pvalue,0.4537675
analysis_id,os5h91j8js4pq42
gene_symbol,Npbwr1
mouse_strain,C57BL
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:891989
mouse_life_stage,Early adult
