mouse_life_stage,E9.5
pvalue,0.6333748
gene_accession_id,MGI:95835
analysis_id,9s32j82evf2482e
gene_symbol,Hspa5
mouse_strain,C57BL
parameter_id,M-G-P_014_001_010
parameter_name,lens opacity
