gene_symbol,Sprr1b
pvalue,0.3006519
parameter_id,JAX_OFD_022_001
gene_accession_id,MGI:106659
mouse_life_stage,Early adult
analysis_id,43134wt6qds9548
parameter_name,Percentage center time
mouse_strain,C57BL
