parameter_id,IMPC_EYE_092_001
parameter_name,Retina (combined)
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
pvalue,0.4040235
gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,ar31m84e415ni00
