parameter_id,IMPC_GEL_057_001
pvalue,0.2172729
mouse_life_stage,Early adult
gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,Heart looping
analysis_id,th2y46ak2598377
mouse_strain,C57BL
