gene_symbol,Pex19
mouse_strain,C57BL
pvalue,0.6204087
parameter_id,IMPC_DXA_010_001
analysis_id,vaq300v65x9x962
parameter_name,Bone Area
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
