gene_symbol,Tox
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
analysis_id,v25v7agyg73fcwz
pvalue,0.3845179
