gene_symbol,Bpifa3
parameter_name,KLRG1+ mature NK cell percentage
mouse_strain,C57BL
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
parameter_id,MGP_PBI_011_001
analysis_id,82tbdd4lcv0wa2k
pvalue,0.7361554
