gene_symbol,Eprs1
pvalue,0.1076767
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
mouse_strain,C57BL
analysis_id,u313y1hxx44s6b4
