gene_symbol,Dnaaf9
mouse_strain,C57BL
gene_accession_id,MGI:1923029
pvalue,0.6117218
mouse_life_stage,Early adult
parameter_name,Snout size
analysis_id,ngu580055l415j3
parameter_id,MGP_CSD_067_001
