parameter_id,IMPC_ECG_002_001
parameter_name,HR
mouse_life_stage,Early adult
gene_symbol,Dnajc8
mouse_strain,C57BL
gene_accession_id,MGI:1915848
pvalue,0.05334006
analysis_id,4nz774ic8v72x94
