gene_symbol,Hspa5
parameter_name,Creatinine
parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,ema5athd595b9qb
gene_accession_id,MGI:95835
pvalue,0.7122783
