gene_symbol,Kdm4c
mouse_strain,C57BL
analysis_id,yguyi18tc6q7txo
parameter_id,IMPC_FEA_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
pvalue,0.7070341
parameter_name,Conditioning Baseline % Freezing Time
