parameter_name,Whole arena resting time
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
analysis_id,m042z5e700e263z
gene_accession_id,MGI:2670995
pvalue,0.8653427
gene_symbol,Trp53i11
