parameter_id,IMPC_ECH_005_001
parameter_name,Fractional Shortening
mouse_life_stage,E9.5
analysis_id,003cr65s3p74176
gene_accession_id,MGI:1924315
gene_symbol,INTS7
mouse_strain,C57BL
pvalue,0.1449722
