gene_symbol,Extl1
mouse_strain,C57BL
pvalue,0.2396253
gene_accession_id,MGI:1888742
parameter_id,IMPC_CBC_012_001
mouse_life_stage,Early adult
analysis_id,5pcuhh4f45bm024
parameter_name,Aspartate aminotransferase
