gene_symbol,Ddx27
parameter_id,JAXLA_CSD_041_002
parameter_name,Hindpaw - size
mouse_strain,C57BL
gene_accession_id,MGI:2385884
analysis_id,4493t837z619ec7
mouse_life_stage,Early adult
pvalue,0.3533378
