gene_symbol,Slc30a4
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_name,110dB startle magnitude
parameter_id,ESLIM_011_001_006
analysis_id,0u832nx050qqz18
gene_accession_id,MGI:1345282
pvalue,0.744757
