mouse_strain,129SV
parameter_name,Mean cell volume
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
analysis_id,71738l531l7z13m
parameter_id,IMPC_HEM_005_001
pvalue,0.1344335
