parameter_id,IMPC_ABR_008_001
mouse_life_stage,Early adult
analysis_id,v81f5z0pix1295x
gene_symbol,Extl1
mouse_strain,C57BL
pvalue,0.09408943
gene_accession_id,MGI:1888742
parameter_name,18kHz-evoked ABR Threshold
