parameter_id,M-G-P_005_001_004
mouse_strain,C57BL
gene_symbol,Car13
analysis_id,332m4wqfjkljek1
mouse_life_stage,Early adult
pvalue,0.9887006
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:1931322
