gene_symbol,Jun
parameter_id,MGP_IMM_131_001
pvalue,0.3496041
mouse_strain,C57BL
analysis_id,zah9vax798ag660
parameter_name,CD103+ CD11b-low cDC - % of CD45+
mouse_life_stage,E15.5
gene_accession_id,MGI:96646
