mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
analysis_id,57258831m046k3t
gene_symbol,Frmpd1
parameter_name,Fractional Shortening
pvalue,0.398453
parameter_id,IMPC_ECH_005_001
mouse_strain,C57BL
