mouse_life_stage,Early adult
parameter_name,Embryo Size
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
parameter_id,IMPC_GEL_032_001
analysis_id,49i984s7vc6e5x2
mouse_strain,C57BL
pvalue,0.7885579
