mouse_strain,129SV
analysis_id,6z0x17r8p598r0r
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_life_stage,Early adult
pvalue,0.8064559
parameter_id,UCD_OWT_008_001
parameter_name,Liver weight
