gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_id,MGP_PBI_002_001
pvalue,0.4701477
analysis_id,sc7z6ch5vnhnvhn
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Alpha beta T cell percentage
