parameter_name,Whole arena resting time
gene_symbol,Frmpd1
pvalue,0.7762461
gene_accession_id,MGI:2446274
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,r6xb1ut9h79bpk3
