gene_symbol,Lpgat1
analysis_id,e9v5011j0kx25g3
parameter_id,JAXLA_CSD_041_002
pvalue,0.8752763
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
parameter_name,Hindpaw - size
