gene_symbol,Frmpd1
pvalue,0.448117
parameter_id,IMPC_GEO_019_001
analysis_id,0x9trhf432nl7p3
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Embryo Size
mouse_life_stage,Late adult
