mouse_life_stage,Middle aged adult
gene_symbol,Hpca
gene_accession_id,MGI:1336200
analysis_id,bdw2s64twa9027x
pvalue,0.4132483
parameter_id,IMPC_OFD_009_001
parameter_name,Whole arena average speed
mouse_strain,C57BL
