gene_symbol,Sass6
parameter_name,Total cholesterol
mouse_life_stage,E12.5
analysis_id,k7w1084w399c040
parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
pvalue,0.6743166
gene_accession_id,MGI:1920026
