mouse_strain,129SV
analysis_id,83xoa41b40316m3
parameter_name,Periphery average speed
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:1920638
pvalue,0.3454345
mouse_life_stage,Early adult
gene_symbol,Bpifa3
