parameter_id,IMPC_XRY_025_001
mouse_life_stage,Early adult
analysis_id,69o0701r7484d41
gene_accession_id,MGI:1914515
mouse_strain,C57BL
pvalue,0.8409594
parameter_name,Tibia
gene_symbol,Slc39a10
