gene_symbol,AU040320
analysis_id,xt9r54u0yr5yap9
gene_accession_id,MGI:2140475
mouse_strain,C57BL
pvalue,0.5470796
parameter_id,MGP_MLN_021_001
parameter_name,KLRG1+ gd T cells - % of gd T cells
mouse_life_stage,Early adult
