gene_symbol,Dmap1
mouse_life_stage,Early adult
gene_accession_id,MGI:1913483
parameter_id,IMPC_GEL_057_001
mouse_strain,C57BL
pvalue,0.5529847
parameter_name,Heart looping
analysis_id,go51gy6ywmgsdq5
