parameter_id,MGP_CSD_008_001
gene_symbol,Rnf114
pvalue,0.3270578
gene_accession_id,MGI:1933159
mouse_life_stage,Early adult
parameter_name,Startle response
analysis_id,yk5929861q9e992
mouse_strain,C57BL
