gene_symbol,Slc30a4
parameter_name,Average duration
gene_accession_id,MGI:1345282
analysis_id,h2gnmfi4nuqog7h
mouse_life_stage,Middle aged adult
parameter_id,JAX_ROT_002_001
pvalue,0.05277365
mouse_strain,C57BL
