gene_symbol,Bmi1
pvalue,0.5321065
analysis_id,98y2340iu223str
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
mouse_strain,C57BL
