gene_symbol,Frmpd1
analysis_id,5pewvoj43ww3937
parameter_id,IMPC_IMM_034_001
parameter_name,CD8 CD44-CD62L+ T cells
pvalue,0.3175309
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
mouse_strain,C57BL
