gene_symbol,Mapkap1
analysis_id,93f187do94ns9v4
parameter_name,Effector Treg cells - % of Treg
parameter_id,MGP_IMM_010_001
gene_accession_id,MGI:2444554
pvalue,0.783862
mouse_life_stage,Early adult
mouse_strain,C57BL
