parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1914515
mouse_life_stage,E9.5
parameter_name,Weight
mouse_strain,C57BL
gene_symbol,Slc39a10
analysis_id,47wf77pk50y78xi
pvalue,0.4780545
