parameter_id,IMPC_ACS_033_001
analysis_id,98nq16qg5a9693g
gene_accession_id,MGI:88479
gene_symbol,Cpa3
mouse_strain,C57BL
pvalue,0.9933799
parameter_name,% Pre-pulse inhibition - PPI1
mouse_life_stage,Early adult
